step,w,k,output_code,dict_index,dict_symbol
13744,"of letters, as ",o,13711,13999,"of letters, as o"
13745,opposed to ,u,10299,14000,opposed to u
13746,using 'Conten,t,13525,14001,using 'Content
13747,"t here, conte",n,13953,14002,"t here, conten"
13748,nt here',",",13715,14003,"nt here',"
13749,", making it look ",l,13284,14004,", making it look l"
13750,like readable ,E,13529,14005,like readable E
13751,English. Man,y,8413,14006,English. Many
13752,y desktop pu,b,12732,14007,y desktop pub
13753,blishing pac,k,10541,14008,blishing pack
13754,kages and w,e,11672,14009,kages and we
13755,eb page edit,o,13722,14010,eb page edito
13756,ors now use, ,10011,14011,ors now use 
13757, Lorem Ipsum as thei,r,13724,14012, Lorem Ipsum as their
13758,r defaul,t,12221,14013,r default
13759,"t model text,", ,13295,14014,"t model text, "
13760, and a search ,f,13046,14015, and a search f
13761,for 'lorem i,p,13778,14016,for 'lorem ip
13762,psum' will unco,v,13729,14017,psum' will uncov
13763,ver many web s,i,11958,14018,ver many web si
13764,ites still ,i,11468,14019,ites still i
13765,in their infa,n,11412,14020,in their infan
13766,ncy. Variou,s,13303,14021,ncy. Various
13767,s versions ha,v,12749,14022,s versions hav
13768,ve evolved ove,r,12804,14023,ve evolved over
13769,"r the years,", ,13056,14024,"r the years, "
13770, sometimes by acci,d,13788,14025, sometimes by accid
13771,"dent, som",e,13058,14026,"dent, some"
13772,etimes on purp,o,13009,14027,etimes on purpo
13773,ose (inje,c,13060,14028,ose (injec
13774,cted humour and ,t,13311,14029,cted humour and t
13775,"the like).
",T,12240,14030,"the like).
T"
13776,There are many v,a,13556,14031,There are many va
13777,ariations o,f,10339,14032,ariations of
13778,f passa,g,12556,14033,f passag
13779,ges o,f,12034,14034,ges of
13780,f Lorem Ipsum av,a,10638,14035,f Lorem Ipsum ava
13781,"ailable, b",u,13800,14036,"ailable, bu"
13782,ut the maj,o,13562,14037,ut the majo
13783,ority have ,s,12038,14038,ority have s
13784,suffer,e,4410,14039,suffere
13785,ed alter,a,13323,14040,ed altera
13786,ation in s,o,13566,14041,ation in so
13787,"ome form,", ,10647,14042,"ome form, "
13788, by inject,e,13568,14043, by injecte
13789,"ed humour,", ,12376,14044,"ed humour, "
13790, or random,i,13328,14045, or randomi
13791,ised words, ,12828,14046,ised words 
13792, which ,d,11777,14047, which d
13793,don't l,o,13573,14048,don't lo
13794,ook eve,n,7782,14049,ook even
13795,n slightl,y,12050,14050,n slightly
13796,y believa,b,13576,14051,y believab
13797,ble. If you, ,13815,14052,ble. If you 
13798, are goin,g,13578,14053, are going
13799,g to use, ,10948,14054,g to use 
13800, a passage, ,13580,14055, a passage 
13801," of Lorem Ipsum, ",y,11787,14056," of Lorem Ipsum, y"
13802,you need to ,b,13092,14057,you need to b
13803,be sure t,h,13584,14058,be sure th
13804,here isn't, ,10077,14059,here isn't 
13805, anything ,e,12844,14060, anything e
13806,embar,r,7053,14061,embarr
13807,rassing hid,d,12589,14062,rassing hidd
13808,den in the, ,9777,14063,den in the 
13809, midd,l,13828,14064, middl
13810,le of text,.,12067,14065,le of text.
13811,. All the, ,13592,14066,. All the 
13812, Lorem Ipsum ge,n,8831,14067, Lorem Ipsum gen
13813,nerators on t,h,13353,14068,nerators on th
13814,he Interne,t,12855,14069,he Internet
13815,t tend ,t,12598,14070,t tend t
13816,to repe,a,13836,14071,to repea
13817,at predef,i,12600,14072,at predefi
13818,ined chunk,s,12859,14073,ined chunks
13819,s as neces,s,12343,14074,s as necess
13820,"sary, ma",k,13601,14075,"sary, mak"
13821,king this, ,13361,14076,king this 
13822, the first ,t,13603,14077, the first t
13823,true g,e,8175,14078,true ge
13824,enerator on ,t,13364,14079,enerator on t
13825,the Internet,.,12349,14080,the Internet.
13826,. It uses a d,i,13366,14081,. It uses a di
13827,ictiona,r,11264,14082,ictionar
13828,ry of ov,e,12088,14083,ry of ove
13829,er 200 L,a,12613,14084,er 200 La
13830,atin word,s,12090,14085,atin words
13831,"s, comb",i,10700,14086,"s, combi"
13832,ined with a, ,12616,14087,ined with a 
13833, handful ,o,11271,14088, handful o
13834,of model s,e,12095,14089,of model se
13835,entence str,u,12619,14090,entence stru
13836,uctures,",",13858,14091,"uctures,"
13837,", to gen",e,13130,14092,", to gene"
13838,erate Lor,e,12622,14093,erate Lore
13839,em Ipsum whi,c,13861,14094,em Ipsum whic
13840,ch looks ,r,12883,14095,ch looks r
13841,reasonable,.,10998,14096,reasonable.
13842,. The gen,e,11834,14097,. The gene
13843,erated ,L,8873,14098,erated L
13844,Lorem Ipsum is theref,o,11283,14099,Lorem Ipsum is therefo
13845,ore alway,s,8207,14100,ore always
13846,s free from, ,13139,14101,s free from 
13847, repetiti,o,9520,14102, repetitio
13848,"on, inje",c,11288,14103,"on, injec"
13849,"cted humour, or no",n,13389,14104,"cted humour, or non"
13850,n-chara,c,7867,14105,n-charac
13851,cteristic, ,13634,14106,cteristic 
13852," words etc.
","
",12897,14107," words etc.

"
13853,"
Lorem ",I,10436,14108,"
Lorem I"
13854,Ipsum is s,i,11573,14109,Ipsum is si
13855,imply dum,m,10730,14110,imply dumm
13856,my text of t,h,12901,14111,my text of th
13857,he print,i,13879,14112,he printi
13858,ing and typ,e,13398,14113,ing and type
13859,esetting ,i,9842,14114,esetting i
13860,industry. Lorem, ,13400,14115,industry. Lorem 
13861, Ipsum h,a,6349,14116, Ipsum ha
13862,as been t,h,13402,14117,as been th
13863,he indu,s,11025,14118,he indus
13864,stry's st,a,12393,14119,stry's sta
13865,andard, ,5936,14120,andard 
13866, dummy text ev,e,13406,14121, dummy text eve
13867,er since t,h,13649,14122,er since th
13868,"he 1500s,", ,13408,14123,"he 1500s, "
13869, when an ,u,13651,14124, when an u
13870,unknown pri,n,13891,14125,unknown prin
13871,nter took, ,11868,14126,nter took 
13872, a gall,e,10163,14127, a galle
13873,ey of typ,e,13413,14128,ey of type
13874,e and s,c,11039,14129,e and sc
13875,cramble,d,6774,14130,crambled
13876,d it to ,m,13170,14131,d it to m
13877,make a typ,e,12922,14132,make a type
13878,e speci,m,10465,14133,e specim
13879,men book. ,I,13899,14134,men book. I
13880,It has s,u,13420,14135,It has su
13881,urvived ,n,12412,14136,urvived n
13882,not only, ,8926,14137,not only 
13883, five c,e,7548,14138, five ce
13884,enturies,",",8600,14139,"enturies,"
13885,", but also t",h,13178,14140,", but also th"
13886,he leap ,i,7920,14141,he leap i
13887,into electr,o,13667,14142,into electro
13888,onic ty,p,8268,14143,onic typ
13889,"pesetting,", ,13429,14144,"pesetting, "
13890, remaining es,s,13670,14145, remaining ess
13891,sentially ,u,9884,14146,sentially u
13892,unchanged,.,11892,14147,unchanged.
13893,. It was po,p,12425,14148,. It was pop
13894,pularise,d,12940,14149,pularised
13895,d in th,e,12165,14150,d in the
13896,e 1960,s,13190,14151,e 1960s
13897,s with the, ,12686,14152,s with the 
13898, release, ,13917,14153, release 
13899, of Letrase,t,12688,14154, of Letraset
13900,t sheet,s,12946,14155,t sheets
13901,s contai,n,13920,14156,s contain
13902,ning Lore,m,11352,14157,ning Lorem
13903,m Ipsum pa,s,13683,14158,m Ipsum pas
13904,"ssages, and", ,11904,14159,"ssages, and "
13905, more re,c,11629,14160, more rec
13906,cently wi,t,8294,14161,cently wit
13907,th deskt,o,10791,14162,th deskto
13908,op publishing ,s,13532,14163,op publishing s
13909,software like ,A,13450,14164,software like A
13910,Aldus Pa,g,8300,14165,Aldus Pag
13911,geMaker ,i,10213,14166,geMaker i
13912,includin,g,11364,14167,including
13913,g versi,o,12184,14168,g versio
13914,ons of Lor,e,11366,14169,ons of Lore
13915,"em Ipsum.
",I,13209,14170,"em Ipsum.
I"
13916,It is a long establis,h,13983,14171,It is a long establish
13917,hed fact th,a,10280,14172,hed fact tha
13918,at a reade,r,11149,14173,at a reader
13919,r will be di,s,13747,14174,r will be dis
13920,stracted by th,e,13699,14175,stracted by the
13921,e readable conte,n,12247,14176,e readable conten
13922,nt of a page w,h,13464,14177,nt of a page wh
13923,hen looking ,a,13990,14178,hen looking a
13924,at its layou,t,13515,14179,at its layout
13925,t. The point, ,11158,14180,t. The point 
13926, of using Lor,e,13517,14181, of using Lore
13927,em Ipsum is tha,t,13706,14182,em Ipsum is that
13928,t it has a m,o,13026,14183,t it has a mo
13929,ore-or-less ,n,11989,14184,ore-or-less n
13930,normal distr,i,13948,14185,normal distri
13931,ibution of, ,11935,14186,ibution of 
13932, letters,",",8057,14187," letters,"
13933,", as oppose",d,13228,14188,", as opposed"
13934,d to using 'Co,n,13281,14189,d to using 'Con
13935,"ntent here, cont",e,13764,14190,"ntent here, conte"
13936,"ent here', ",m,13954,14191,"ent here', m"
13937,making it look, ,11998,14192,making it look 
13938, like readab,l,13285,14193, like readabl
13939,le English,.,13768,14194,le English.
13940,. Many desk,t,13958,14195,. Many deskt
13941,top publishing pa,c,13482,14196,top publishing pac
13942,ckages and ,w,10542,14197,ckages and w
13943,web page edit,o,13534,14198,web page edito
13944,ors now use ,L,14011,14199,ors now use L
13945,Lorem Ipsum as their d,e,13774,14200,Lorem Ipsum as their de
13946,efault mod,e,9951,14201,efault mode
13947,"el text, an",d,13965,14202,"el text, and"
13948,d a search f,o,13777,14203,d a search fo
13949,or 'lorem ip,s,13728,14204,or 'lorem ips
13950,sum' will unc,o,13492,14205,sum' will unco
13951,over many web, ,13730,14206,over many web 
13952, sites still, ,12016,14207, sites still 
13953, in their infa,n,11960,14208, in their infan
13954,ncy. Various, ,14021,14209,ncy. Various 
13955, versions have, ,13252,14210, versions have 
13956, evolved over ,t,11749,14211, evolved over t
13957,"the years, so",m,13976,14212,"the years, som"
13958,metimes by ,a,9348,14213,metimes by a
13959,"accident, somet",i,13978,14214,"accident, someti"
13960,imes on pu,r,13503,14215,imes on pur
13961,rpose (inject,e,13791,14216,rpose (injecte
13962,ed humour and, ,13554,14217,ed humour and 
13963," the like).
I",t,13506,14218," the like).
It"
13964,t is a long e,s,13457,14219,t is a long es
13965,stablished f,a,12242,14220,stablished fa
13966,act that a re,a,13263,14221,act that a rea
13967,ader will b,e,13213,14222,ader will be
13968,e distracted ,b,13461,14223,e distracted b
13969,by the readab,l,11095,14224,by the readabl
13970,le conten,t,11924,14225,le content
13971,t of a pa,g,13940,14226,t of a pag
13972,ge when looki,n,12455,14227,ge when lookin
13973,ng at its layou,t,13942,14228,ng at its layout
13974,t. The point ,o,14180,14229,t. The point o
13975,of using Lor,e,13944,14230,of using Lore
13976,em Ipsum is that, ,14182,14231,em Ipsum is that 
13977, it has a m,o,13223,14232, it has a mo
13978,ore-or-less n,o,14184,14233,ore-or-less no
13979,ormal distr,i,13521,14234,ormal distri
13980,ibution of ,l,14186,14235,ibution of l
13981,"letters, as", ,9630,14236,"letters, as "
13982, opposed to, ,13712,14237, opposed to 
13983, using 'Cont,e,13475,14238, using 'Conte
13984,"ent here, cont",e,10885,14239,"ent here, conte"
13985,"ent here', m",a,14191,14240,"ent here', ma"
13986,aking it loo,k,12264,14241,aking it look
13987,k like re,a,11999,14242,k like rea
13988,adable English,.,12730,14243,adable English.
13989,. Many deskt,o,14195,14244,. Many deskto
13990,op publishing ,p,13532,14245,op publishing p
13991,packages and web ,p,13960,14246,packages and web p
13992,page editors ,n,11457,14247,page editors n
13993,now use Lorem ,I,13962,14248,now use Lorem I
13994,Ipsum as t,h,12274,14249,Ipsum as th
13995,heir default, ,13294,14250,heir default 
13996," model text, ",a,13045,14251," model text, a"
13997,and a search f,o,12011,14252,and a search fo
13998,or 'lorem ips,u,14204,14253,or 'lorem ipsu
13999,um' will un,c,13968,14254,um' will unc
14000,cover many, ,13493,14255,cover many 
14001, web sites ,s,13970,14256, web sites s
14002,still in th,e,13249,14257,still in the
14003,eir infanc,y,13496,14258,eir infancy
14004,y. Various ver,s,13973,14259,y. Various vers
14005,sions have e,v,11136,14260,sions have ev
14006,volved over, ,13055,14261,volved over 
14007," the years, ",s,13787,14262," the years, s"
14008,sometimes by acc,i,13738,14263,sometimes by acci
14009,"ident, somet",i,13789,14264,"ident, someti"
14010,imes on pur,p,14215,14265,imes on purp
14011,pose (injected h,u,13980,14266,pose (injected hu
14012,umour and t,h,10569,14267,umour and th
14013,"he like).
",T,13793,14268,"he like).
T"
14014,There are many va,r,14031,14269,There are many var
14015,riations o,f,12032,14270,riations of
14016,f passag,e,14033,14271,f passage
14017,es of L,o,12299,14272,es of Lo
14018,orem Ipsum avail,a,13560,14273,orem Ipsum availa
14019,"able, but ",t,11488,14274,"able, but t"
14020,the major,i,8115,14275,the majori
14021,ity have ,s,13072,14276,ity have s
14022,suffere,d,14039,14277,suffered
14023,d alter,a,12822,14278,d altera
14024,ation in so,m,14041,14279,ation in som
14025,me for,m,12566,14280,me form
14026,"m, by i",n,12308,14281,"m, by in"
14027,"njected humour, or ",r,13078,14282,"njected humour, or r"
14028,randomis,e,11775,14283,randomise
14029,ed words ,w,10059,14284,ed words w
14030,which don't ,l,13811,14285,which don't l
14031,look even s,l,13574,14286,look even sl
14032,lightly ,b,7411,14287,lightly b
14033,believa,b,9761,14288,believab
14034,ble. If you ,a,14052,14289,ble. If you a
14035,are going ,t,11784,14290,are going t
14036,to use a ,p,12321,14291,to use a p
14037,passage of ,L,12056,14292,passage of L
14038,"Lorem Ipsum, y",o,13091,14293,"Lorem Ipsum, yo"
14039,ou need, ,12324,14294,ou need 
14040, to be sur,e,10666,14295, to be sure
14041,e there i,s,11790,14296,e there is
14042,sn't an,y,10373,14297,sn't any
14043,ything, ,11792,14298,ything 
14044, emb,a,12845,14299, emba
14045,arrassing, ,10376,14300,arrassing 
14046, hidd,e,9465,14301, hidde
14047,en in the ,m,13098,14302,en in the m
14048,middl,e,6260,14303,middle
14049,e of text. ,A,13350,14304,e of text. A
14050,All the ,L,8499,14305,All the L
14051,Lorem Ipsum gene,r,9471,14306,Lorem Ipsum gener
14052,rators, ,11247,14307,rators 
14053, on the Interne,t,13116,14308, on the Internet
14054,t tend t,o,14070,14309,t tend to
14055,o repe,a,8836,14310,o repea
14056,at predefi,n,14072,14311,at predefin
14057,ned chunk,s,9159,14312,ned chunks
14058,s as necess,a,14074,14313,s as necessa
14059,"ary, maki",n,13841,14314,"ary, makin"
14060,ng this, ,3967,14315,ng this 
14061, the first t,r,14077,14316, the first tr
14062,rue gen,e,9487,14317,rue gene
14063,erator ,o,13115,14318,erator o
14064,on the Internet. I,t,13846,14319,on the Internet. It
14065,t uses ,a,10694,14320,t uses a
14066,a dictio,n,13848,14321,a diction
14067,nary of, ,12869,14322,nary of 
14068, over 200 ,L,13850,14323, over 200 L
14069,Latin wor,d,12614,14324,Latin word
14070,"ds, comb",i,13852,14325,"ds, combi"
14071,ined with a ,h,14087,14326,ined with a h
14072,handful of, ,12875,14327,handful of 
14073, model sen,t,13856,14328, model sent
14074,tence stru,c,13375,14329,tence struc
14075,"ctures, t",o,13619,14330,"ctures, to"
14076,o gener,a,10119,14331,o genera
14077,ate L,o,13621,14332,ate Lo
14078,orem Ipsum which ,l,13132,14333,orem Ipsum which l
14079,looks reas,o,13623,14334,looks reaso
14080,onable. T,h,12626,14335,onable. Th
14081,he gener,a,11000,14336,he genera
14082,ated ,L,7485,14337,ated L
14083,Lorem Ipsum is therefo,r,14099,14338,Lorem Ipsum is therefor
14084,re always, ,11005,14339,re always 
14085, free fro,m,13386,14340, free from
14086,m repetit,i,13140,14341,m repetiti
14087,"ion, injec",t,11009,14342,"ion, inject"
14088,"ted humour, or", ,13808,14343,"ted humour, or "
14089, non-char,a,11568,14344, non-chara
14090,acteristic, ,13391,14345,acteristic 
14091," words etc.

",L,14107,14346," words etc.

L"
14092,Lorem Ipsum is simply, ,13147,14347,Lorem Ipsum is simply 
14093, dummy text ,o,10450,14348, dummy text o
14094,of the printi,n,10732,14349,of the printin
14095,ng and typ,e,13641,14350,ng and type
14096,esetting i,n,14114,14351,esetting in
14097,ndustry. Lor,e,13882,14352,ndustry. Lore
14098,em Ipsum ha,s,12906,14353,em Ipsum has
14099,s been t,h,9846,14354,s been th
14100,he indus,t,14118,14355,he indust
14101,try's st,a,13157,14356,try's sta
14102,andard ,d,14120,14357,andard d
14103,dummy text eve,r,13648,14358,dummy text ever
14104,r since, ,13161,14359,r since 
14105," the 1500s, ",w,12398,14360," the 1500s, w"
14106,when an u,n,7526,14361,when an un
14107,nknown p,r,11034,14362,nknown pr
14108,rinter to,o,13653,14363,rinter too
14109,ok a galle,y,13412,14364,ok a galley
14110,y of type ,a,13655,14365,y of type a
14111,and scrambl,e,11319,14366,and scramble
14112,ed it to ,m,12664,14367,ed it to m
14113,make a type, ,14132,14368,make a type 
14114, specim,e,11323,14369, specime
14115,en book., ,13173,14370,en book. 
14116, It has surv,i,13900,14371, It has survi
14117,ived not o,n,12148,14372,ived not on
14118,nly five ,c,13902,14373,nly five c
14119,"centuries, ",b,13424,14374,"centuries, b"
14120,but also, ,10473,14375,but also 
14121, the leap in,t,13905,14376, the leap int
14122,to elec,t,10768,14377,to elect
14123,tronic ty,p,12676,14378,tronic typ
14124,"pesetting, ",r,14144,14379,"pesetting, r"
14125,remaining es,s,12935,14380,remaining ess
14126,sentially u,n,14146,14381,sentially un
14127,nchange,d,12161,14382,nchanged
14128,d. It was, ,11893,14383,d. It was 
14129, populari,s,10485,14384, popularis
14130,sed in the, ,13189,14385,sed in the 
14131, 196,0,13437,14386, 1960
14132,0s with the ,r,13916,14387,0s with the r
14133,relea,s,8619,14388,releas
14134,se of Let,r,13679,14389,se of Letr
14135,raset she,e,11900,14390,raset shee
14136,ets contai,n,13681,14391,ets contain
14137,ning Lorem, ,14157,14392,ning Lorem 
14138, Ipsum pa,s,13922,14393, Ipsum pas
14139,"ssages, and ",m,14159,14394,"ssages, and m"
14140,more recen,t,13198,14395,more recent
14141,tly with d,e,12438,14396,tly with de
14142,esktop publishing s,o,12696,14397,esktop publishing so
14143,oftware like, ,13927,14398,oftware like 
14144, Aldu,s,13451,14399, Aldus
14145,s PageMa,k,12699,14400,s PageMak
14146,ker inclu,d,13453,14401,ker includ
14147,ding versi,o,13207,14402,ding versio
14148,ons of Lore,m,14169,14403,ons of Lorem
14149,"m Ipsum.
",I,13694,14404,"m Ipsum.
I"
14150,It is a long establish,e,14171,14405,It is a long establishe
14151,ed fact that ,a,11919,14406,ed fact that a
14152,a reader wil,l,12762,14407,a reader will
14153,l be dist,r,10807,14408,l be distr
14154,racted by th,e,12709,14409,racted by the
14155,e readable conten,t,14176,14410,e readable content
14156,t of a pag,e,14226,14411,t of a page
14157,e when lookin,g,13702,14412,e when looking
14158,g at its l,a,13752,14413,g at its la
14159,ayout. The ,p,12251,14414,ayout. The p
14160,point of usi,n,13993,14415,point of usin
14161,ng Lorem Ipsum i,s,12973,14416,ng Lorem Ipsum is
14162,s that it h,a,13757,14417,s that it ha
14163,as a more-or,-,12975,14418,as a more-or-
14164,-less normal ,d,13471,14419,-less normal d
14165,distribution of, ,13278,14420,distribution of 
14166," letters,", ,14187,14421," letters, "
14167, as opposed, ,13280,14422, as opposed 
14168, to using 'C,o,12980,14423, to using 'Co
14169,"ontent here, conten",t,13714,14424,"ontent here, content"
14170,"t here', ",m,4819,14425,"t here', m"
14171,making it look ,l,14192,14426,making it look l
14172,like readable E,n,14005,14427,like readable En
14173,nglish. Many d,e,9943,14428,nglish. Many de
14174,esktop publishing p,a,13720,14429,esktop publishing pa
14175,ackages and, ,13483,14430,ackages and 
14176, web page ed,i,13238,14431, web page edi
14177,itors now us,e,13291,14432,itors now use
14178,e Lorem Ipsum as t,h,13536,14433,e Lorem Ipsum as th
14179,heir default ,m,14250,14434,heir default m
14180,"model text, and", ,13489,14435,"model text, and "
14181, a search fo,r,13727,14436, a search for
14182,r 'lorem i,p,11185,14437,r 'lorem ip
14183,psum' will uncov,e,14017,14438,psum' will uncove
14184,er many web ,s,10846,14439,er many web s
14185,sites still ,i,11959,14440,sites still i
14186,in their infan,c,14020,14441,in their infanc
14187,cy. Various v,e,13497,14442,cy. Various ve
14188,ersions have e,v,13785,14443,ersions have ev
14189,volved over ,t,14261,14444,volved over t
14190,"the years, som",e,14212,14445,"the years, some"
14191,etimes by ac,c,10030,14446,etimes by acc
14192,"cident, sometim",e,13739,14447,"cident, sometime"
14193,es on p,u,5773,14448,es on pu
14194,urpose (inject,e,13504,14449,urpose (injecte
14195,ed humour and ,t,14217,14450,ed humour and t
14196,"the like).
I",t,13743,14451,"the like).
It"
14197,t is a long es,t,14219,14452,t is a long est
14198,tablished fac,t,13211,14453,tablished fact
14199,t that a read,e,9611,14454,t that a reade
14200,er will be dist,r,13986,14455,er will be distr
14201,racted by the, ,14409,14456,racted by the 
14202, readable conte,n,13512,14457, readable conten
14203,nt of a page wh,e,14177,14458,nt of a page whe
14204,en looking ,a,8653,14459,en looking a
14205,at its layout,.,14179,14460,at its layout.
14206,. The point ,o,11101,14461,. The point o
14207,of using Lore,m,14230,14462,of using Lorem
14208,m Ipsum is that, ,12513,14463,m Ipsum is that 
14209, it has a mo,r,14232,14464, it has a mor
14210,re-or-less no,r,13520,14465,re-or-less nor
14211,rmal distri,b,11934,14466,rmal distrib
14212,bution of le,t,10881,14467,bution of let
14213,"tters, as op",p,11109,14468,"tters, as opp"
14214,posed to using, ,10596,14469,posed to using 
14215, 'Content, ,12261,14470, 'Content 
14216," here, cont",e,11996,14471," here, conte"
14217,"ent here', ma",k,14240,14472,"ent here', mak"
14218,king it loo,k,12783,14473,king it look
14219,k like rea,d,14242,14474,k like read
14220,dable English,.,12471,14475,dable English.
14221,. Many deskto,p,14244,14476,. Many desktop
14222,p publishin,g,9324,14477,p publishing
14223,g packages, ,13039,14478,g packages 
14224, and web page ,e,11732,14479, and web page e
14225,editors now u,s,12790,14480,editors now us
14226,se Lorem Ips,u,13292,14481,se Lorem Ipsu
14227,um as, ,5744,14482,um as 
14228, their default mo,d,12480,14483, their default mod
14229,"del text, and", ,13776,14484,"del text, and "
14230, a search for, ,14436,14485, a search for 
14231, 'lorem ips,u,11681,14486, 'lorem ipsu
14232,um' will unc,o,14254,14487,um' will unco
14233,over many web ,s,14206,14488,over many web s
14234,sites still i,n,14440,14489,sites still in
14235,n their infa,n,12229,14490,n their infan
14236,ncy. Various ,v,14209,14491,ncy. Various v
14237,versions have evo,l,13498,14492,versions have evol
14238,lved over t,h,13736,14493,lved over th
14239,"he years, so",m,13549,14494,"he years, som"
14240,metimes by a,c,14213,14495,metimes by ac
14241,"ccident, somet",i,13256,14496,"ccident, someti"
14242,imes on purp,o,14265,14497,imes on purpo
14243,ose (injec,t,14028,14498,ose (inject
14244,ted humour and th,e,13792,14499,ted humour and the
14245,"e like).
",T,8447,14500,"e like).
T"
14246,There are many var,i,14269,14501,There are many vari
14247,iations o,f,12297,14502,iations of
14248,f passage,s,14271,14503,f passages
14249,s of Lorem, ,13693,14504,s of Lorem 
14250, Ipsum a,v,8005,14505, Ipsum av
14251,"vailable, but", ,12036,14506,"vailable, but "
14252, the majori,t,12819,14507, the majorit
14253,ty have ,s,13321,14508,ty have s
14254,suffered, ,14277,14509,suffered 
14255, alterat,i,13804,14510, alterati
14256,ion in som,e,12565,14511,ion in some
14257,e form,",",10053,14512,"e form,"
14258,", by inject",e,13326,14513,", by injecte"
14259,"ed humour, ",o,14044,14514,"ed humour, o"
14260,or random,i,13570,14515,or randomi
14261,ised words ,w,14046,14516,ised words w
14262,which don't l,o,14285,14517,which don't lo
14263,ook even, ,14049,14518,ook even 
14264, slightl,y,13333,14519, slightly
14265,y believab,l,14051,14520,y believabl
14266,le. If ,y,9130,14521,le. If y
14267,you are g,o,10946,14522,you are go
14268,oing to use, ,13817,14523,oing to use 
14269, a passage ,o,14055,14524, a passage o
14270,"of Lorem Ipsum, yo",u,12323,14525,"of Lorem Ipsum, you"
14271,u n,e,12582,14526,u ne
14272,eed to ,b,8145,14527,eed to b
14273,be sure th,e,14058,14528,be sure the
14274,ere isn't, ,13823,14529,ere isn't 
14275, anything e,m,14060,14530, anything em
14276,mbarrass,i,8824,14531,mbarrassi
14277,ing hidden, ,12847,14532,ing hidden 
14278, in the mid,d,10673,14533, in the midd
14279,dle of te,x,13829,14534,dle of tex
14280,xt. All ,t,11799,14535,xt. All t
14281,the Lorem I,p,13831,14536,the Lorem Ip
14282,psum ,g,1148,14537,psum g
14283,generators on the, ,12071,14538,generators on the 
14284, Intern,e,10399,14539, Interne
14285,et tend t,o,13835,14540,et tend to
14286,o repea,t,14310,14541,o repeat
14287,t predefi,n,12858,14542,t predefin
14288,ned chunks, ,14312,14543,ned chunks 
14289, as necessa,r,13110,14544, as necessar
14290,"ry, maki",n,12604,14545,"ry, makin"
14291,ng this ,t,14315,14546,ng this t
14292,the first, ,13843,14547,the first 
14293, true gen,e,13604,14548, true gene
14294,erator o,n,14318,14549,erator on
14295,n the Internet. ,I,12866,14550,n the Internet. I
14296,It uses a, ,13847,14551,It uses a 
14297, dictiona,r,12611,14552, dictionar
14298,ry of ove,r,14083,14553,ry of over
14299,r 200 L,a,10983,14554,r 200 La
14300,atin words,",",14085,14555,"atin words,"
14301,", combined", ,10986,14556,", combined "
14302, with a h,a,12874,14557, with a ha
14303,andful o,f,10989,14558,andful of
14304,f model ,s,13616,14559,f model s
14305,sentence st,r,12096,14560,sentence str
14306,"ructures,", ,13129,14561,"ructures, "
14307, to gener,a,12880,14562, to genera
14308,ate Lo,r,14332,14563,ate Lor
14309,rem Ipsum which, ,13379,14564,rem Ipsum which 
14310, looks rea,s,13133,14565, looks reas
14311,sonable,.,13624,14566,sonable.
14312,. The gene,r,14097,14567,. The gener
14313,rated ,L,12628,14568,rated L
14314,Lorem Ipsum is therefor,e,14338,14569,Lorem Ipsum is therefore
14315,e always, ,11562,14570,e always 
14316, free from, ,14340,14571, free from 
14317, repetitio,n,14102,14572, repetition
14318,"n, injec",t,12893,14573,"n, inject"
14319,"ted humour, or ",n,14343,14574,"ted humour, or n"
14320,non-characte,r,13872,14575,non-character
14321,ristic wo,r,11013,14576,ristic wor
14322,rds etc.,"
",11571,14577,"rds etc.
"
14323,"

Lorem", ,13875,14578,"

Lorem "
14324, Ipsum is sim,p,12641,14579, Ipsum is simp
14325,ply dummy, ,13877,14580,ply dummy 
14326, text of ,t,13396,14581, text of t
14327,the pri,n,12902,14582,the prin
14328,nting and t,y,12123,14583,nting and ty
14329,ypesetting i,n,10734,14584,ypesetting in
14330,ndustry. Lore,m,14352,14585,ndustry. Lorem
14331,m Ipsum ha,s,13401,14586,m Ipsum has
14332,s been th,e,14354,14587,s been the
14333,e indus,t,12392,14588,e indust
14334,try's sta,n,14356,14589,try's stan
14335,ndard d,u,6354,14590,ndard du
14336,ummy text ev,e,13887,14591,ummy text eve
14337,er since th,e,14122,14592,er since the
14338,"e 1500s,", ,13889,14593,"e 1500s, "
14339, when an u,n,14124,14594, when an un
14340,nknown pr,i,14362,14595,nknown pri
14341,inter to,o,13892,14596,inter too
14342,ok a galley, ,14364,14597,ok a galley 
14343, of type and, ,13894,14598, of type and 
14344, scrambl,e,12406,14599, scramble
14345,ed it to m,a,14367,14600,ed it to ma
14346,ake a ty,p,9558,14601,ake a typ
14347,pe specim,e,13898,14602,pe specime
14348,en book. ,I,14370,14603,en book. I
14349,It has su,r,14135,14604,It has sur
14350,rvived not ,o,13175,14605,rvived not o
14351,only five, ,13663,14606,only five 
14352, centurie,s,13903,14607, centuries
14353,"s, but also", ,13665,14608,"s, but also "
14354, the leap int,o,14376,14609, the leap into
14355,o electr,o,11610,14610,o electro
14356,onic typ,e,14143,14611,onic type
14357,"esetting, ",r,13669,14612,"esetting, r"
14358,remaining ess,e,14380,14613,remaining esse
14359,entially u,n,10188,14614,entially un
14360,nchanged,.,14382,14615,nchanged.
14361,. It was pop,u,14148,14616,. It was popu
